ResponseId,Q2_1,Q3,Q4_1,Q4_2,Q4_3,Q4_4,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q6_1,Q6_2,Q7_1,Q7_2,Q7_3,Q7_4,Q8_1,Q8_2,Q4_3,Q8_4,Q9_1,Q9_2,Q9_3,Q9_4,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_8_TEXT,Q11_1,Q11_2,Q11_3,Q12_2,Q12_2,Q12_3,Q13_1,Q13_2,Q13_3,Q13_4,Q14_1,Q14_2,Q14_3,Q14_4,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q15_7,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q16_7,Q16_8,Q16_9,Q16_10,Q17,Q18,Q19
R_2BbQoatF5UNvl7j,Correctional Training Facilityﾊ(CTF),84,0,0,0,0,0,0,0,0,0,0,1,1,3,1,NA,0,0,0,0,1,NA,NA,NA,NA,1,0,1,1,0,0,0,,0,1,1,1,3,1,2,0,2,1,0,0,0,1,0,0,1,1,0,1,1,Sometimes,Never,Never,Never,Never,Never,Sometimes,Sometimes,Never,,"When temperatures reach or exceed 90' issue supplies of ice to all inmates, not just inmates who are on meds. Also a big fan should be available to operate in the prison inmate day room, when temperatures are exceeding above 90'.",
R_3RskxLdut529byO,Pelican Bay State Prisonﾊ(PBSP),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,2,2,3,0,0,0,0,1,1,2,2,0,0,1,1,1,1,1,"Always, or almost always",Never,Never,Don't Know,Never,"Always, or almost always","Always, or almost always","Always, or almost always",Did not answer,The last time I experienced extreme temperature was at chuckawalla valley state prison. We had cold water all the time bad when it was really extreme we had ice water,No not really,
R_2rSCghGIyOcUHhW,Salinas Valley State Prisonﾊ(SVSP),8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,"Yes, I'm ADA bad back no Tues Medical don't care [???]",1,1,0,0,4,1,1,2,2,3,0,0,1,1,0,0,0,1,0,1,0,"Always, or almost always",Never,Never,Never,Never,Never,Never,Sometimes,Never,Yes right here it gets super duper freakin cold at yard almost freezing temperatures at time no one care a lot of times it seems as if they only send us out to yard when it's really ugly weather either super cold raining cats & dogs or extremely hot pass out type of weather. C/O's & CDCR gets a kick off messing with inmates and making it horribly uncomfortalbe. All natural catastrophes are severely scary in a cell.,Help release those such as myself who are not busted for violent crimes and took a plea bargain not knowing I was [???] by the courts if I didn't [??] 19 yrs. I'd get 34 to life supposedly then they said once up state enhancements would automatically [??] [??] I thought I'd do 4 years out the 19 years got played. But yea provide info kick some seminars or materials for [???],"Question 12 part 1- ""there's none at all""
 Question 6- ""mostly earthquakes [????]""
 Question 7 part 4- ""At Solano""
 Question 7 part 5- ""Solano""
 Question 7 part 7- ""SVSP here""
 Question 12 part 4- illegible
 Question 13 part 6- 1x [??] SD Jail [????]"
R_2R4Ypl9nReqMoOY,"California State Prison, Corcoranﾊ(COR)",36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,NA,NA,1,1,0,,1,1,1,0,NA,0,1,1,NA,NA,0,0,0,0,0,0,0,1,0,NA,0,"Always, or almost always",Never,Never,Never,Sometimes,Sometimes,Sometimes,"Always, or almost always",Sometimes,This prison facility is extremely terrible in summer where some guys here passed out in the old buildings. Circulation is horrible and very hot. No air flow! It used to be the old SHU until it was shut down. But several years later in 2020 it was reopened due to COVD-19.,"No, but I am behind you 100% and just want to thank you for caring as you do. I'm on the 38th year of incarceration and never seen such empathy as you have given. Thank you.",
R_cXU43nfiDl4bMnD,"California State Prison, Corcoranﾊ(COR)",11,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,NA,NA,NA,1,1,1,1,NA,,1,1,1,0,4,0,2,2,3,3,0,0,0,0,0,0,0,1,0,1,0,"Always, or almost always",Never,Never,Did not answer,Never,Never,"Always, or almost always","Always, or almost always",Never,"Here at Corcoran in the summer it gets extremely hot. Ice water is only provided to inmates who take certain medications classified as ""hot meds"" and/or EOP mental health inmates. In the winter the temperature gets dangerously freezing. CDCR has linen and clothing restrictions/limits. When it's cold the only form of warmth they provide is a tan jean jacket. No coats are issued to help combat the freezing temps.","Overall, a remedy. Prisons that are located in regions where in the winter temperatures are freezing and/or in the summer temperatures are hot. Provide the entire inmate population with jackets/coats in the winter. And provide every inmate a cup of ice water in the summer.",There was no stamp or envelope enclosed with this survey. Thank you for giving me a voice.
R_3CI6PWNvr8UVSJP,"California State Prison, Corcoranﾊ(COR)",48,0,0,0,0,0,0,0,0,0,0,0,NA,3,1,1,0,0,0,0,0,0,1,1,1,1,NA,0,0,1,1,1,Back pain due to the cold,1,1,1,1,4,0,3,3,2,3,0,0,0,0,0,NA,0,1,0,0,NA,"Always, or almost always",Never,Never,Sometimes,Never,Sometimes,"Always, or almost always","Always, or almost always",Sometimes,,,
R_31hGgSC7QVev18g,"California State Prison, Corcoranﾊ(COR)",8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,NA,,0,1,1,0,4,0,2,2,3,1,0,0,0,1,0,0,1,1,1,1,1,"Always, or almost always",Never,Never,Never,Never,Never,Never,Sometimes,Never,"I arrived at this prison facility (D) in June of 2022 from CSP-LAC. At CSP-LAC, I often experienced wheezing, coughing, breathing difficulties and eye irritation due to the proximity of the wildfire smoke that blanketed the area. The CDCR is negligent for not providing its populace with any info, procedures or proper ventilation for climate emergencies.","As a soon-to-be sexagenarian, it is unconscionable for the CDCR to allow someone of my age to languish in a crummy cell for days and/or weeks (especially when there is a frequent shortage of prison staff or a ""lockdown"" that eliminates all recreational activities) without any fresh air, sunshine or showers. This prison facility (D) is akin to languishing in the bowels of hell. Furthermore, it is exasperated by the fact that the food portions on the food trays for breakfast and inner - all lunches are sack lunches by the way - are not enough to sustain an adolescent let alone a grown man. The quickest solution I can foresee is to have an uprising like Attica and kill everyone responsible for my misery. Seriously. Humility is everything; cruelty breeds insanity. As a descendent of slavery, I deserve to be treated with human dignity and respect. Revolution is inevitable!",
R_by1OLTRlgIWtzy1,"California State Prison, Corcoranﾊ(COR)",28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,,0,1,NA,1,3,1,2,2,2,2,0,0,2,2,0,1,NA,1,0,NA,NA,"Always, or almost always",Never,Sometimes,Sometimes,Never,Sometimes,"Always, or almost always","Always, or almost always",Sometimes,"Here in Corcoran State Prison, I would like to share that we only have one source of share. When it's very hot, a lot of us try to stay under that share. However, it is usually used for the medical line, the ones who receive medication.","Maybe there can be classes given to us to help us during climate emergencies. And hopefully CDCR could set up more shaded areas in Corcoran State Prison or give us ice during the summer. And if they can fix the air conditioner systems. And fix the leaks of every cell, it ends up creating other health issues. I was in a cell where water was leaking into the light fixture.",
R_uggmApZR4PkXJKx,"California State Prison, Corcoranﾊ(COR)",N/A (Several years),0,0,0,0,0,0,0,0,0,6,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,0,1,"Valley Fever, Black Mold",NA,1,1,2,2,3,0,0,1,1,0,0,2,2,0,0,1,1,0,1,NA,"Always, or almost always",Never,Never,Sometimes,Never,Never,Never,"Always, or almost always",Never,,,
R_zcHr9dzAm6ikexb,"California State Prison, Corcoranﾊ(COR)",6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,,1,0,0,2,3,2,1,0,1,0,2,2,2,2,0,0,0,1,0,1,1,"Always, or almost always",Never,Never,Never,Sometimes,Never,Never,"Always, or almost always",Sometimes,,,
R_3mmfHNiJxVupFYu,"California State Prison, Corcoranﾊ(COR)",34,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,,1,1,1,0,4,0,3,3,3,3,0,0,0,0,0,1,0,1,0,0,0,"Always, or almost always",Never,Never,Never,Never,Sometimes,Sometimes,"Always, or almost always",Never,"Centenela, Old Folsom","This place really needs to be investigated the work exchange, education class is foul, the conditions are not safe, leaks in the roof, maybe toxic mold hanging from the ceiling",
R_1mkPYMvh7QvPrI7,"California State Prison, Corcoranﾊ(COR)",4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,,0,1,1,0,0,0,3,3,3,3,0,0,0,0,0,0,0,1,0,1,0,"Always, or almost always",Never,Never,Never,Never,Never,Never,"Always, or almost always",Never,"CDCR could care less about these things. All they care about is themselves. This is a corrupted industry. It's sad I have no hope for change here. I'm afraid if an emergency would happen, I would die.",Help us bring light to these issues.,"Extremely limited showers, only on Monday, Wednesday, Friday"
R_22XFZpb36Uoo5TK,Pleasant Valley State Prisonﾊ(PVSP),13,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,0,3,1,2,3,2,2,0,0,0,0,0,0,1,1,0,1,1,"Always, or almost always","Always, or almost always",Never,Sometimes,Sometimes,Sometimes,"Always, or almost always","Always, or almost always",Sometimes,"When I was at High Desert State Prison there was a wildfire nearby, we were not allowed out of our cells because the county fire department put the area on emergency. Because I was left in my cell, I know I will be locked in the case of an emergency. I've been in prison for 20 years, never has anyone talk to me about an evacuation plan. I will say this, I've been to SUSP, KVSP, CSP, HDSP, and know at my current prison PVSP, this has been the best place I've been at, I do get treated somewhat like a human.","I just ask the everyone please do their part in keeping our world a good place to live. I know I'm in prison but I do care and please don't leave me here to die in the event of an emergency. I know I've done bad, but I'm still human.",
R_1dMNDLRTwZiYgNT,Pleasant Valley State Prisonﾊ(PVSP),5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,1,NA,0,4,0,0,0,3,2,0,0,0,0,0,1,0,1,0,NA,NA,Sometimes,Never,Never,Never,Never,Never,Never,"Always, or almost always",Never,"In July of 2022, I was in reception North Kern state prison for 3 months and everyday was above 90 degrees F and nearly every day over 100 degrees F. Inside the cells were unbearably hotter where we were often locked down for weeks with the change to shower for 5 every 3 days. Myself as well as most other inmates experienced symptoms of heat exhaustion and lost dangerous amounts of weight. We filed a grievance about getting the air vents in our cells to flow harder and colder. The only response we received was 3 days after when the air stopped completely for 2 days. We were given 1 cup of ice and allowed out of our cells for 45 minutes, after which several inmates refused to lockdown until they arrived in force, beating one inmate and spraying directly in the face with a pepper spray meant for crowds.","Cells need better air conditioning, buildings should have ice machines and inmates need free rain gear and winter wear.",
R_1rvUbf5XP5LRvvI,Pleasant Valley State Prisonﾊ(PVSP),22,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,NA,1,1,NA,0,1,Seizures (2x),0,1,1,0,4,0,1,0,3,0,0,0,1,0,0,0,1,1,1,1,0,"Always, or almost always","Always, or almost always",Never,Never,Sometimes,Never,"Always, or almost always",Sometimes,Never,"On 7/22/21, staff here took my fan from my cell due to be being on ""C-status"". It had been 114 degrees in that week, 100+ for 20 days straight. On 8/9/21, I had an epileptic seizure, broke a bone in my arm, it was 95-100 degrees. Then in September 2021, CDCR returned me my fan, please look at my grievance.","Thank you for this!!! Unfortunately, CDCR doesn't care- we have been locked down over 50% of the time the last 2 years- either ""covid lockdown""- where they locked us down- staff wears no masks, inmates are not tested or ""short of staff"" and they just keep us locked down. Also know the courts have been refusing to file habeas corpus, refusing to file, respond or answer- this is a huge problem with many people.",
R_2tDs1QxvlYQwkvj,Pleasant Valley State Prisonﾊ(PVSP),12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,,1,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,1,1,1,0,"Always, or almost always",Never,Never,Never,Never,Never,Never,"Always, or almost always",Never,No,No,
R_2eOV8IDtoDKOdDh,Pleasant Valley State Prisonﾊ(PVSP),60,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,,0,1,1,0,4,0,2,3,3,3,0,0,0,0,0,0,0,1,0,1,0,"Always, or almost always",Sometimes,Never,Never,Never,Never,Sometimes,"Always, or almost always",Never,"In High Desert and Pelican Bay we would still smell the smoke and it irritated our eyes from the housing units. In Pelican Bay, SHU during Tsunami warnings the officers would pad lock our cells and leave while the possible Tsunami could flood us. Here in Pleasant Valley, the dining hall often the A/C is broke and is extremely hot when we are made to eat in there. Corcoran and KVSP-ASU the metal cages heat up and it gets hotter being baked in the walk alone cages. Corcoran SHU had no A/C or fans in ASU/SHU so it was unbearable to be in the cells when it is 100 degrees plus outside.","The best remedy is for CDCR to see if they can withstand such conditions themselves and treat inmates with dignity and not with human indifference. Adding better infrastructure so A/C and heating don't constantly break is a start. Inmates in ASU/SHU should be able to buy personal fans, ice should be provided in the summer, if it is too hot cell feeding should be activated, more water igloos available on yard, shaded areas added and in cold areas more access to warmer jackets and clothes.",
R_1PSKBVHJiFgQcok,Richard J. Donovan Correctional Facilityﾊ(RJD),138,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,,1,1,1,1,4,0,0,1,2,2,0,0,0,0,0,0,0,NA,1,NA,0,"Always, or almost always",Never,Sometimes,Never,Never,Never,Never,"Always, or almost always",Never,I really don't see CDCR being ready for climate emergencies. It's hard for them to answer a call for a cell fight.,CDCR should train their staff. They spend all this money to keep a non-violent 3rd strike like myself locked up for 30 years but can't train their staff how to keep us safe from climate emergencies.,
R_3MxqA1IQKU2Uckh,Richard J. Donovan Correctional Facilityﾊ(RJD),70,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,"Knee, Liver",1,1,0,1,0,2,1,1,2,1,0,0,0,0,0,1,0,1,NA,1,NA,"Always, or almost always",Sometimes,Never,Never,Never,Sometimes,Sometimes,Sometimes,Never,"One time the hills all around us were on fire and they just put us in our cells, this was in the 90s on central coast.",I think when inside our cells hit 90 degrees they should pass out ice. Their policy is 95 degrees.,
R_Rh3M1dO00Ol1PYB,Richard J. Donovan Correctional Facilityﾊ(RJD),36,NA,NA,NA,NA,0,0,1,1,0,4,0,0,0,1,1,1,1,0,0,0,0,0,0,NA,0,0,NA,1,1,1,NA,,1,1,NA,1,2,2,2,2,3,3,0,0,0,0,0,0,0,NA,0,1,1,"Always, or almost always",Never,"Always, or almost always","Always, or almost always",Never,"Always, or almost always","Always, or almost always",Never,Never,"RJ Donovan needs to add bottled water to our commissary again, we do not have fresh clean water.",,
R_ujNVBmwERp4OxxL,Richard J. Donovan Correctional Facilityﾊ(RJD),48,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,,0,0,1,2,3,2,1,2,2,2,0,0,0,0,0,0,0,1,0,0,0,"Always, or almost always",Never,Never,Never,Sometimes,Sometimes,"Always, or almost always","Always, or almost always",Never,"About December until January 12, 2023 I was at Wasco State Prison because I was on my way back to Donovan RJD state prison. When I was there most of the cells were flooded, water was coming in from all the holes on the roof, water would fall on your bed and we had to try to sleep on the bed because the floor was flooded.","I know they are closing some prisons down, so they say, but if you really look at it all these prisons that are 270 design were all made at the same time and they were designed to last about 30-25 years, that is why all these prisons are falling apart, all the ceilings leak bad, all the plumbing are bad, but you will never see it because when tours come in they never show them the cells that leak, they never go in the cells.",
R_0w8e9Rt13AWIqtj,Richard J. Donovan Correctional Facilityﾊ(RJD),120,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,NA,,1,1,1,0,0,0,1,0,3,3,0,0,0,0,0,1,NA,1,NA,1,1,"Always, or almost always",Never,Never,Never,Never,Sometimes,Sometimes,"Always, or almost always",Never,,"In the case of any climate emergencies, RJ Donovan and CDCR are so badly prepared on any kind of fast response to climate emergencies. If power goes out, we get locked in the cell with no air, heat, or water, this has happened a lot more times than I can count, for hours even times of extreme cold/heat to the point of being unbearable.",
R_1jixnJZfJwWixjb,Richard J. Donovan Correctional Facilityﾊ(RJD),13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,,0,1,1,0,4,0,3,3,3,3,0,0,1,1,0,0,0,1,NA,1,0,"Always, or almost always",Never,Never,Never,Never,Never,Never,"Always, or almost always",Never,"Here at RJ Donovan on A yard, the staff don't care about inmates! This prison is bad when it comes to staff and the way they run things! I was on death row at San Quentin and I have to say it was run a lot better than RJ Donovan! Thank you for all your help!",Care about inmates and make Donovan staff run this prison the way they should!!!,
